rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,slider_start,accuracy,participant_id,ctime
16962,NA,"{""P0_Q0"":null,""age"":""38"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,80104,0.0-2.0,NA,[],48bf2b70-14dd-49e2-af43-ba9cc8ede772,2024-03-13 13:12:38 CET
1543,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1547,0.0-0.0,NA,NA,78d5b14e-9dbc-4c9e-987a-12461d384dc8,2024-03-13 13:12:56 CET
164386,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",81,html-slider-response,1,165935,0.0-1.0-0.0,50,NA,78d5b14e-9dbc-4c9e-987a-12461d384dc8,2024-03-13 13:12:56 CET
13429,NA,"{""P0_Q0"":null,""age"":""57"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,179407,0.0-2.0,NA,[],78d5b14e-9dbc-4c9e-987a-12461d384dc8,2024-03-13 13:12:56 CET
8506,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,8527,0.0-0.0,NA,NA,aed01e49-e26f-48a1-8a9d-259c891827f8,2024-03-13 13:13:13 CET
87134,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",50,html-slider-response,1,95667,0.0-1.0-0.0,50,NA,aed01e49-e26f-48a1-8a9d-259c891827f8,2024-03-13 13:13:13 CET
21185,NA,"{""P0_Q0"":null,""age"":""61"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated high school"",""comments"":""""}",survey,2,117047,0.0-2.0,NA,[],aed01e49-e26f-48a1-8a9d-259c891827f8,2024-03-13 13:13:13 CET
1871,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1889,0.0-0.0,NA,NA,f8e64000-8f9e-4ecb-a409-6cfbda6e88a8,2024-03-13 13:13:15 CET
27581,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",58,html-slider-response,1,29472,0.0-1.0-0.0,50,NA,f8e64000-8f9e-4ecb-a409-6cfbda6e88a8,2024-03-13 13:13:15 CET
11553,NA,"{""P0_Q0"":null,""age"":""39"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,41091,0.0-2.0,NA,[],f8e64000-8f9e-4ecb-a409-6cfbda6e88a8,2024-03-13 13:13:15 CET
10258,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,10278,0.0-0.0,NA,NA,7285baab-ba13-49a9-97ec-27c670fa175a,2024-03-13 13:13:34 CET
19456,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",100,html-slider-response,1,29743,0.0-1.0-0.0,50,NA,7285baab-ba13-49a9-97ec-27c670fa175a,2024-03-13 13:13:34 CET
12189,NA,"{""P0_Q0"":null,""age"":""45"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,42182,0.0-2.0,NA,[],7285baab-ba13-49a9-97ec-27c670fa175a,2024-03-13 13:13:34 CET
6978,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,7668,0.0-0.0,NA,NA,ff75b71e-506c-4cb5-93c3-c95bcadb428b,2024-03-13 13:13:53 CET
24281,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Jackson didn't run ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",0,html-slider-response,1,32633,0.0-1.0-0.0,50,NA,ff75b71e-506c-4cb5-93c3-c95bcadb428b,2024-03-13 13:13:53 CET
33013,NA,"{""P0_Q0"":null,""age"":""50"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,67250,0.0-2.0,NA,[],ff75b71e-506c-4cb5-93c3-c95bcadb428b,2024-03-13 13:13:53 CET
8687,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,8693,0.0-0.0,NA,NA,d4ed0d5e-d850-4e07-95b0-485a19da35ae,2024-03-13 13:14:18 CET
44812,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",34,html-slider-response,1,53506,0.0-1.0-0.0,50,NA,d4ed0d5e-d850-4e07-95b0-485a19da35ae,2024-03-13 13:14:18 CET
16841,NA,"{""P0_Q0"":null,""age"":""33"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,70380,0.0-2.0,NA,[],d4ed0d5e-d850-4e07-95b0-485a19da35ae,2024-03-13 13:14:18 CET
2476,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2480,0.0-0.0,NA,NA,9936a8cd-6c54-4816-9549-f29e5906660b,2024-03-13 13:14:34 CET
33588,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Korea:<em> ""Cole thinks that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",34,html-slider-response,1,36073,0.0-1.0-0.0,50,NA,9936a8cd-6c54-4816-9549-f29e5906660b,2024-03-13 13:14:34 CET
18389,NA,"{""P0_Q0"":null,""age"":""46"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,54507,0.0-2.0,NA,[],9936a8cd-6c54-4816-9549-f29e5906660b,2024-03-13 13:14:34 CET
17400,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,17406,0.0-0.0,NA,NA,826b095e-9d27-4cf1-82e6-908044263b79,2024-03-13 13:14:37 CET
105257,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,122664,0.0-1.0-0.0,50,NA,826b095e-9d27-4cf1-82e6-908044263b79,2024-03-13 13:14:37 CET
26334,NA,"{""P0_Q0"":null,""age"":""52"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""N/A""}",survey,2,149036,0.0-2.0,NA,[],826b095e-9d27-4cf1-82e6-908044263b79,2024-03-13 13:14:37 CET
8527,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,8532,0.0-0.0,NA,NA,58459529-5e23-4905-bcc7-1788c7056119,2024-03-13 13:15:20 CET
56048,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Korea, Sue says to her business partner:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,64581,0.0-1.0-0.0,50,NA,58459529-5e23-4905-bcc7-1788c7056119,2024-03-13 13:15:20 CET
30325,NA,"{""P0_Q0"":null,""age"":""46"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""This study was clear - no issues.""}",survey,2,95007,0.0-2.0,NA,[],58459529-5e23-4905-bcc7-1788c7056119,2024-03-13 13:15:20 CET
2589,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,2594,0.0-0.0,NA,NA,c0d55d68-8878-4401-9fe1-38776e10c676,2024-03-13 13:15:22 CET
28777,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is obese:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",0,html-slider-response,1,31374,0.0-1.0-0.0,50,NA,c0d55d68-8878-4401-9fe1-38776e10c676,2024-03-13 13:15:22 CET
44583,NA,"{""P0_Q0"":null,""age"":""62"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""No additional comments""}",survey,2,75994,0.0-2.0,NA,[],c0d55d68-8878-4401-9fe1-38776e10c676,2024-03-13 13:15:22 CET
62587,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,62701,0.0-0.0,NA,NA,003e8ac4-2326-400f-94e3-4f51443024fb,2024-03-13 13:15:32 CET
43669,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole doesn't know that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",34,html-slider-response,1,106372,0.0-1.0-0.0,50,NA,003e8ac4-2326-400f-94e3-4f51443024fb,2024-03-13 13:15:32 CET
37141,NA,"{""P0_Q0"":null,""age"":""50"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,143595,0.0-2.0,NA,[],003e8ac4-2326-400f-94e3-4f51443024fb,2024-03-13 13:15:32 CET
36840,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,36849,0.0-0.0,NA,NA,a0a024c2-5047-4924-8064-6afb30da4d0e,2024-03-13 13:15:54 CET
20054,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Jackson didn't run ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",0,html-slider-response,1,56904,0.0-1.0-0.0,50,NA,a0a024c2-5047-4924-8064-6afb30da4d0e,2024-03-13 13:15:54 CET
15930,NA,"{""P0_Q0"":null,""age"":""38"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""some college"",""comments"":""""}",survey,2,72896,0.0-2.0,NA,[],a0a024c2-5047-4924-8064-6afb30da4d0e,2024-03-13 13:15:54 CET
3249,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,3501,0.0-0.0,NA,NA,2e7ec134-3263-4e25-bb26-3edec32869fb,2024-03-13 13:16:14 CET
61010,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She's putting together a list of the languages spoken by the remote teachers. After consulting her assistant, Cole, who knows the teachers and the languages they speak better than she does, Sue is currently working through the list of teachers to identify who speaks Spanish. When she gets to Charley, who lives in Mexico, Sue says to her business partner:<em> ""Cole doesn't know that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",83,html-slider-response,1,64517,0.0-1.0-0.0,50,NA,2e7ec134-3263-4e25-bb26-3edec32869fb,2024-03-13 13:16:14 CET
20226,NA,"{""P0_Q0"":null,""age"":""31"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,85292,0.0-2.0,NA,[],2e7ec134-3263-4e25-bb26-3edec32869fb,2024-03-13 13:16:14 CET
1096,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,1103,0.0-0.0,NA,NA,e08c2a3a-a3b8-4904-9bd6-3469b955cf75,2024-03-13 13:17:00 CET
15819,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",100,html-slider-response,1,16925,0.0-1.0-0.0,50,NA,e08c2a3a-a3b8-4904-9bd6-3469b955cf75,2024-03-13 13:17:00 CET
21465,NA,"{""P0_Q0"":null,""age"":""40"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""nothing to add. Thanks! :)""}",survey,2,38508,0.0-2.0,NA,[],e08c2a3a-a3b8-4904-9bd6-3469b955cf75,2024-03-13 13:17:00 CET
7399,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,7411,0.0-0.0,NA,NA,ca0ccf07-2377-4e5a-b6c4-58f128082205,2024-03-13 13:17:14 CET
47100,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",33,html-slider-response,1,54514,0.0-1.0-0.0,50,NA,ca0ccf07-2377-4e5a-b6c4-58f128082205,2024-03-13 13:17:14 CET
20146,NA,"{""P0_Q0"":null,""age"":""59"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""Thanks!""}",survey,2,74765,0.0-2.0,NA,[],ca0ccf07-2377-4e5a-b6c4-58f128082205,2024-03-13 13:17:14 CET
6764,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,6807,0.0-0.0,NA,NA,5a69c223-c93f-4dcc-b77f-c29d6f678f8d,2024-03-13 13:17:17 CET
87325,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Cole doesn't think that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",24,html-slider-response,1,94141,0.0-1.0-0.0,50,NA,5a69c223-c93f-4dcc-b77f-c29d6f678f8d,2024-03-13 13:17:17 CET
66177,NA,"{""P0_Q0"":null,""age"":""68"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,160603,0.0-2.0,NA,[],5a69c223-c93f-4dcc-b77f-c29d6f678f8d,2024-03-13 13:17:17 CET
3713,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,3717,0.0-0.0,NA,NA,2e37defa-d802-4d7f-a7dd-781f393bc680,2024-03-13 13:17:26 CET
40653,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. After consulting her assistant, Cole, who is better informed about her clients’ activities over the weekend, Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is obese, Sue says to her husband:<em> ""Cole knows that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",93,html-slider-response,1,44374,0.0-1.0-0.0,50,NA,2e37defa-d802-4d7f-a7dd-781f393bc680,2024-03-13 13:17:26 CET
28579,NA,"{""P0_Q0"":null,""age"":""28"",""gender"":""female"",""language"":"""",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,73042,0.0-2.0,NA,[],2e37defa-d802-4d7f-a7dd-781f393bc680,2024-03-13 13:17:26 CET
9265,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,9273,0.0-0.0,NA,NA,b63ffaf7-d9e6-43ea-bee5-8b9141a272bd,2024-03-13 13:18:17 CET
44791,"Please read this text: <br><br><b>Sue runs a fitness club. She has special medals for clients that ran ten miles or more over the weekend. Sue is currently working through a list of clients, who are at all levels of fitness, to identify who gets a medal. When she gets to Jackson, who is training for a marathon, Sue says to her husband:<em> ""Jackson didn't run ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",0,html-slider-response,1,54068,0.0-1.0-0.0,50,NA,b63ffaf7-d9e6-43ea-bee5-8b9141a272bd,2024-03-13 13:18:17 CET
31640,NA,"{""P0_Q0"":null,""age"":""61"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""graduated college"",""comments"":""""}",survey,2,85761,0.0-2.0,NA,[],b63ffaf7-d9e6-43ea-bee5-8b9141a272bd,2024-03-13 13:18:17 CET
3749,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,3753,0.0-0.0,NA,NA,aad1491e-dbd3-4adf-a28b-40a5b223b4c5,2024-03-13 13:18:23 CET
25918,"Please read this text: <br><br><b>Sue runs a company that connects language learners with remote teachers who live all over the world. She’s trying to figure out how well her assistant, Cole, knows her remote teachers. Sue’s business partner tells her what Cole said about Charley, who lives in Mexico:<em> ""Cole knows that Charley speaks Spanish.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Charley speaks Spanish?",98,html-slider-response,1,29674,0.0-1.0-0.0,50,NA,aad1491e-dbd3-4adf-a28b-40a5b223b4c5,2024-03-13 13:18:23 CET
18243,NA,"{""P0_Q0"":null,""age"":""54"",""gender"":""female"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""""}",survey,2,48015,0.0-2.0,NA,[],aad1491e-dbd3-4adf-a28b-40a5b223b4c5,2024-03-13 13:18:23 CET
5286,"<h3>Instructions</h3>  <p style='text-align:left'>In this experiment, you will read a short text and we will ask you a question about what you have read. You will give your response on a slider. </p>  <p style='text-align:left'>At the end of the experiment, we will ask you some demographic questions. The experiment will take less than two minutes.</p>  <p style='text-align:left' font size=""1"">By clicking on the button below you agree to participate in the experiment, which is conducted by language researchers. You may withdraw at any time. The data collected will be anonymous and confidential. If you have any questions, you may contact the experimenters through Prolific's platform.</p>",0,html-button-response,0,5305,0.0-0.0,NA,NA,fccf03f4-064a-47a6-aea0-a61a49aa371c,2024-03-13 13:18:28 CET
23055,"Please read this text: <br><br><b>Sue runs a fitness club. She’s trying to evaluate how well her new assistant, Cole, knows her clients, who are at all levels of fitness. Sue’s business partner tells her what Cole said about Jackson, who is training for a marathon:<em> ""Cole thinks that Jackson ran ten miles.""</b></em><br> <br> <br> <br> Given what you have read above, how likely is it that Jackson ran ten miles?",82,html-slider-response,1,28366,0.0-1.0-0.0,50,NA,fccf03f4-064a-47a6-aea0-a61a49aa371c,2024-03-13 13:18:28 CET
49499,NA,"{""P0_Q0"":null,""age"":""49"",""gender"":""male"",""language"":""yes"",""amE"":""yes"",""edu"":""hold a higher degree"",""comments"":""Thank you""}",survey,2,77971,0.0-2.0,NA,[],fccf03f4-064a-47a6-aea0-a61a49aa371c,2024-03-13 13:18:28 CET
